Date,Close/Last,Volume,Open,High,Low
01/10/2024,76.8,"33,905",77.46,78.73,76.38
01/09/2024,77.59,"26,932",76.36,78.18,75.96
01/08/2024,76.12,"30,699",78.6,78.95,75.26
01/05/2024,78.76,"29,025",77.6,79.25,77.5
01/04/2024,77.59,"32,698",78.5,79.4,76.5
01/03/2024,78.25,"29,785",75.99,78.67,74.79
01/02/2024,75.89,"27,835",77.21,79.04,75.6
12/29/2023,77.04,"18,574",77.42,77.97,76.75
12/28/2023,78.39,349,79.84,79.96,78.34
12/27/2023,79.65,"4,405",80.74,81.32,79.5
12/26/2023,81.07,"8,006",79.19,81.71,78.81
12/22/2023,79.07,"10,569",79.44,80.37,78.83
12/21/2023,79.39,"20,255",79.14,80.12,77.85
12/20/2023,79.7,"21,978",79.25,80.61,79.08
12/19/2023,79.23,"21,321",78.05,79.66,77.43
12/18/2023,77.95,"24,864",76.97,79.51,75.78
12/15/2023,76.55,"18,763",76.6,77.22,75.33
12/14/2023,76.61,"27,085",74.71,77.35,74.46
12/13/2023,74.26,"25,102",73.36,74.7,72.3
12/12/2023,73.24,"27,955",76.25,76.64,72.86
12/11/2023,76.03,"19,146",75.66,76.48,75
12/08/2023,75.84,"20,557",74.5,76.36,74.23
12/07/2023,74.05,"25,909",74.3,75.48,73.61
12/06/2023,74.3,"33,623",77.06,77.63,74.11
12/05/2023,77.2,"29,879",78.2,79.04,76.98
12/04/2023,78.03,"31,685",79.43,79.13,77.97
12/01/2023,78.88,"27,973",80.47,81.52,78.75
11/30/2023,82.83,826,82.87,82.95,82.67
11/29/2023,83.1,"5,847",81.93,83.24,80.96
11/28/2023,81.68,"11,917",80.14,82.18,79.83
11/27/2023,79.98,"14,031",80.34,81,79.6
11/24/2023,80.58,"17,657",81.63,82.2,80.18
11/22/2023,81.96,"39,052",82.4,82,78.41
11/21/2023,82.45,"19,800",82.13,82.53,81.41
11/20/2023,82.32,"23,136",80.47,82.93,79.97
11/17/2023,80.61,"32,466",77.53,80.59,80.46
11/16/2023,77.42,"36,997",80.94,77.51,77.46
11/15/2023,81.18,"31,073",82.38,83.01,80.8
11/14/2023,82.47,"24,797",82.75,83.97,82.05
11/13/2023,82.52,"21,612",81.45,82.82,80.41
11/10/2023,81.43,"20,296",79.7,82.05,79.61
11/09/2023,80.01,"32,078",79.78,81.48,79.44
11/08/2023,79.54,"35,825",81.47,81.93,79.16
