name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
ivory coast,2017-05-11,33.2,24,27.2,41.7,24,29.3,23.7,82.6,1.926,100,4.17,rain,,,,25.9,232.5,1011.9,66.8,9.7,156.7,13.5,5,,2017-05-11T06:05:04,2017-05-11T18:29:58,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-12,32.1,23,26.7,37.9,23,28.6,22.9,81.2,0.723,100,8.33,rain,,,,22.3,195.1,1012.6,71.7,9.8,156,13.5,5,,2017-05-12T06:04:55,2017-05-12T18:30:05,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-13,34,23.1,27.2,40.1,23.1,29.3,23.1,80.3,4.89,100,8.33,rain,,,,32.9,17.4,1012.7,61.2,9.4,193.2,16.7,7,,2017-05-13T06:04:46,2017-05-13T18:30:13,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-14,33,22,26.2,39.3,22,28.3,23.5,86.5,2.074,100,8.33,rain,,,,18.4,226.7,1012.6,67.7,9.1,124.9,10.8,4,,2017-05-14T06:04:38,2017-05-14T18:30:21,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-15,29.9,21.9,25.7,34.5,21.9,27.1,23.2,87.3,15.221,100,4.17,rain,,,,14.5,207.8,1013.6,72.1,8.7,108,9.3,3,,2017-05-15T06:04:31,2017-05-15T18:30:29,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-16,33.1,23.6,27.5,37.2,23.6,29.3,23.1,79.5,1.4,100,41.67,rain,,,,48.2,218.4,1012.5,46.8,10,186.6,16.2,7,,2017-05-16T06:04:24,2017-05-16T18:30:38,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-17,32,23.9,26.9,38,23.9,28.9,23.8,83.8,0.147,100,4.17,rain,,,,29.5,215,1012.3,60,10,157.3,13.7,5,,2017-05-17T06:04:18,2017-05-17T18:30:47,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-18,32.1,24,26.5,38,24,28.1,23.8,86.6,1.926,100,4.17,rain,,,,18.4,219.7,1011.4,73,9.6,202.2,17.5,7,,2017-05-18T06:04:13,2017-05-18T18:30:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-19,33,23.9,27.8,39.3,23.9,30.4,24,81.7,0.4,100,8.33,rain,,,,14.8,220.7,1012.5,66.8,9.8,188.5,16.3,7,,2017-05-19T06:04:09,2017-05-19T18:31:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-20,33,24,27.5,40.6,24,30.2,24.2,83.6,0,0,0,,,,,14.5,232.7,1013.1,57.8,9.8,241.5,20.9,8,,2017-05-20T06:04:05,2017-05-20T18:31:18,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65562099999,DIYO,DIDK,65563099999"
ivory coast,2017-05-21,31,21.6,25.9,36.6,21.6,27.7,23.2,86.1,23.524,100,8.33,rain,,,,14.5,226,1013,56.6,9.4,194.1,17,7,,2017-05-21T06:04:02,2017-05-21T18:31:28,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-22,33,23.3,27.8,40.8,23.3,31,24.2,82.7,0.2,100,8.33,rain,,,,11.2,220.2,1011.4,43.4,10,252.3,21.8,9,,2017-05-22T06:04:00,2017-05-22T18:31:39,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-23,32.8,24.1,28.1,41.6,24.1,31.2,24.3,80.8,0.1,100,4.17,rain,,,,18.4,230.4,1011.8,65.4,10,191.3,16.5,7,,2017-05-23T06:03:58,2017-05-23T18:31:51,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-24,28.1,24.1,25.7,32.2,24.1,26.6,23.7,89.4,0.295,100,4.17,rain,,,,14.8,222.3,1012.7,57.9,9.9,142.4,12.3,5,,2017-05-24T06:03:57,2017-05-24T18:32:03,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-25,31.9,23,25.6,37.8,23,26.7,23.2,87.6,0.385,100,4.17,rain,,,,25.9,215.4,1013.3,62.9,9.9,171.7,14.7,6,,2017-05-25T06:03:57,2017-05-25T18:32:15,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-26,31.9,21.8,26.4,36.6,21.8,28.5,23.2,83.9,0.018,100,8.33,rain,,,,14.8,267.8,1014,58.6,9.6,251.6,21.7,8,,2017-05-26T06:03:58,2017-05-26T18:32:27,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-27,30,23,25.8,36.1,23,27.4,23.7,88.6,28.924,100,8.33,rain,,,,14.8,239.2,1013.6,70.2,9.2,176.9,15.2,6,,2017-05-27T06:03:59,2017-05-27T18:32:40,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-28,33,23.1,27.5,41.8,23.1,30.6,24.2,83.8,5.779,100,8.33,rain,,,,11,181.2,1015.1,74.3,9.8,265.9,23,9,,2017-05-28T06:04:00,2017-05-28T18:32:53,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-29,33.8,24,28.4,40.7,24,31.9,24.1,79.4,0,0,0,,,,,22.3,188.3,1014.2,50,10,185.6,15.9,6,,2017-05-29T06:04:03,2017-05-29T18:33:06,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-30,32,24,27.4,42.1,24,29.9,24.5,85.2,0.2,100,8.33,rain,,,,29.5,206.2,1014,64.9,9.9,130.8,11.3,4,,2017-05-30T06:04:06,2017-05-30T18:33:20,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-05-31,33.1,24.2,27.7,40.2,24.2,30.4,24.4,83.4,0.7,100,12.5,rain,,,,14.8,227.6,1015.1,69.2,10,173.5,15,6,,2017-05-31T06:04:10,2017-05-31T18:33:33,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-01,34,23.4,28.3,41.8,23.4,31.5,23.9,78.8,0,0,0,,,,,11.2,218.1,1014.9,62.4,9.8,260.2,22.5,9,,2017-06-01T06:04:14,2017-06-01T18:33:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-02,33,23.5,27.5,39.4,23.5,29.9,23.9,82.1,0,0,0,,,,,18.4,223.2,1014.3,53.6,10,237.9,20.5,8,,2017-06-02T06:04:19,2017-06-02T18:34:01,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-03,28.1,21.9,24.4,32.1,21.9,24.8,23.1,92.9,16,100,8.33,rain,,,,14.5,240,1013.7,70,9.7,112.6,9.7,4,,2017-06-03T06:04:24,2017-06-03T18:34:15,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-04,30.1,22,25.7,34.3,22,26.9,23.2,87.5,0.2,100,8.33,rain,,,,14.8,215.3,1013.9,77.3,10,103.1,8.9,4,,2017-06-04T06:04:30,2017-06-04T18:34:29,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-05,32,23.2,26.7,37.9,23.2,28.6,23.6,84.5,0.004,100,4.17,rain,,,,33.5,219.1,1013.1,67.6,9.8,198.1,17.2,7,,2017-06-05T06:04:37,2017-06-05T18:34:44,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-06,32,23.4,26.1,37.9,23.4,27.7,23.6,86.6,0.385,100,4.17,rain,,,,18.1,215.3,1013.5,77.7,9.8,153.6,13.3,5,,2017-06-06T06:04:44,2017-06-06T18:34:58,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-07,32.1,22.5,26.9,36.9,22.5,28.6,23,81.4,0.011,100,4.17,rain,,,,18.1,197.4,1013.5,61.3,9.5,233.3,20.1,7,,2017-06-07T06:04:52,2017-06-07T18:35:13,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-08,32.1,22.8,27.5,38.1,22.8,30.1,23.7,81.5,0.1,100,4.17,rain,,,,11.2,175,1011.7,53.9,8.3,235.9,20.4,8,,2017-06-08T06:05:00,2017-06-08T18:35:27,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-09,34,24.1,27.8,43.5,24.1,31.1,24.5,83.4,0.5,100,12.5,rain,,,,14.8,196.5,1010.9,78.6,9.3,169.8,14.6,5,,2017-06-09T06:05:09,2017-06-09T18:35:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-10,32.8,23.7,26.9,39.2,23.7,28.8,24.5,88.2,10.958,100,8.33,rain,,,,40.7,214.9,1011.6,86.7,9.4,102.7,8.8,4,,2017-06-10T06:05:18,2017-06-10T18:35:57,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-11,31,23.8,25.6,36.6,23.8,26.3,24.2,92.1,8.668,100,8.33,rain,,,,29.5,246.9,1012.9,80.2,8.8,68.5,5.8,2,,2017-06-11T06:05:28,2017-06-11T18:36:11,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-12,29,23.7,25.9,33.3,23.7,27.1,23.5,87.1,14.889,100,8.33,rain,,,,25.9,227.9,1013.5,84.9,9.6,151.1,13.1,6,,2017-06-12T06:05:38,2017-06-12T18:36:26,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-13,32,23.9,26.7,39.2,23.9,28.6,23.5,83.7,0.184,100,4.17,rain,,,,22.3,218,1012.8,83.4,9.9,213.3,18.5,7,,2017-06-13T06:05:48,2017-06-13T18:36:40,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65562099999,DIYO,DIDK,remote,65563099999"
ivory coast,2017-06-14,30.1,22.7,26.1,35.2,22.7,27.7,23.3,85,2.1,100,20.83,rain,,,,14.8,228.8,1013.3,74.4,9.8,192.3,16.6,6,,2017-06-14T06:05:59,2017-06-14T18:36:55,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-15,30,23.7,26.4,36,23.7,28.1,23.6,85.2,1.11,100,8.33,rain,,,,18.4,216,1013,75,9.5,217.4,18.8,7,,2017-06-15T06:06:10,2017-06-15T18:37:09,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,DIDK,remote,65563099999"
ivory coast,2017-06-16,27,22.8,24.9,30,22.8,25.1,23.8,93.8,10.129,100,12.5,rain,,,,18.4,224.9,1013.8,74.2,9.2,146.2,12.7,5,,2017-06-16T06:06:22,2017-06-16T18:37:23,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-17,27.1,23,24.2,30.3,23,24.4,23.2,94.2,10.624,100,8.33,rain,,,,22.3,240.7,1013,68.6,7.4,192.2,16.5,6,,2017-06-17T06:06:34,2017-06-17T18:37:37,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-18,30,22.6,26.1,36,22.6,27.9,23.5,87,0.304,100,8.33,rain,,,,18.1,252.8,1012,58.9,8.1,161.5,13.9,6,,2017-06-18T06:06:46,2017-06-18T18:37:51,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-19,31,22.6,25.8,37.8,22.6,27.2,23.5,87.9,0.037,100,4.17,rain,,,,33.5,203.9,1012.5,78.8,9.6,173.3,15,6,,2017-06-19T06:06:58,2017-06-19T18:38:04,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-20,27.9,22.9,24.7,31.1,22.9,25.1,23.1,91.1,25.96,100,12.5,rain,,,,40.7,216.2,1013.5,80.4,9.7,188.2,16.1,7,,2017-06-20T06:07:11,2017-06-20T18:38:17,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-21,30,22.7,25.7,35,22.7,27,23.1,86.2,0.326,100,4.17,rain,,,,14.8,230.4,1013.5,67.7,9.3,170,14.7,6,,2017-06-21T06:07:24,2017-06-21T18:38:30,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-22,31,21.7,25.7,35.5,21.7,27.4,23.1,86.3,0.1,100,4.17,rain,,,,11.2,257.1,1013.5,62.1,10,236.2,20.4,9,,2017-06-22T06:07:37,2017-06-22T18:38:43,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-23,31.8,22.1,26,37.9,22.1,28,23.6,87.5,3.853,100,4.17,rain,,,,14.8,223.4,1012.4,61.6,9.7,165.6,14.1,6,,2017-06-23T06:07:50,2017-06-23T18:38:56,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-24,28.3,22,23.6,32.2,22,23.8,22.5,94,37.552,100,12.5,rain,,,,12.2,209.1,1012.6,81.2,9,163.8,14.2,6,,2017-06-24T06:08:04,2017-06-24T18:39:08,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-25,31,22.2,26.1,37.3,22.2,27.8,23.2,85.4,9.653,100,8.33,rain,,,,14.8,226.3,1013,83.3,9.9,207.3,17.9,7,,2017-06-25T06:08:17,2017-06-25T18:39:19,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-26,31,22,26,36.6,22,27.6,23.1,85.3,0,0,0,,,,,59.4,279.7,1013.6,79.7,9.6,190.7,16.5,7,,2017-06-26T06:08:31,2017-06-26T18:39:31,0.08,Partially cloudy,Partly cloudy throughout the day.,wind,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-27,28,22.8,24.3,32.5,22.8,24.7,23,92.5,24.558,100,16.67,rain,,,,22.3,213.6,1013.8,80.1,9.4,176.1,15.3,7,,2017-06-27T06:08:45,2017-06-27T18:39:42,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-28,32,22.7,26.1,36.8,22.7,27.6,23.3,86,0.037,100,4.17,rain,,,,40.7,236.3,1014.4,71.8,9.7,187.3,16.2,6,,2017-06-28T06:08:59,2017-06-28T18:39:52,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-29,30,22.4,25.5,34.1,22.4,26.8,22.8,86.4,8.816,100,8.33,rain,,,,33.5,217.7,1014,72.7,9.8,171.5,14.8,6,,2017-06-29T06:09:13,2017-06-29T18:40:02,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-06-30,31,21.7,25.3,35.5,21.7,26.5,22.8,87.4,2.7,100,33.33,rain,,,,18.4,218.7,1014.6,79.3,9.6,174.2,15.1,6,,2017-06-30T06:09:27,2017-06-30T18:40:12,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-07-01,30.9,22,25.4,35.5,22,26.7,23.1,88.2,5.926,100,8.33,rain,,,,11.2,217.5,1014.7,73,9.7,238.3,20.6,8,,2017-07-01T06:09:41,2017-07-01T18:40:21,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-07-02,30,22.6,25.4,34.8,22.6,26.5,23.2,88.2,0.827,100,8.33,rain,,,,22.3,230.9,1015,87.5,9.6,149.8,12.9,5,,2017-07-02T06:09:55,2017-07-02T18:40:30,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-07-03,29.1,22.9,25.1,33.8,22.9,26.1,23.2,89.8,0.111,100,4.17,rain,,,,14.8,230.2,1014.9,74.9,9.2,142,12.2,5,,2017-07-03T06:10:09,2017-07-03T18:40:38,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-07-04,30,22.4,25.8,34.2,22.4,27,22.8,84.7,0.037,100,4.17,rain,,,,33.5,228.5,1014.5,64.8,9,225,19.4,8,,2017-07-04T06:10:22,2017-07-04T18:40:45,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-07-05,30,21.8,25.7,34.1,21.8,26.9,23.1,86.2,0.2,100,8.33,rain,,,,37.1,225.1,1015,53.8,9.7,236.6,20.4,8,,2017-07-05T06:10:36,2017-07-05T18:40:52,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-07-06,28,22.8,25.1,31.3,22.8,25.9,22.8,87.7,0,0,0,,,,,25.9,223.7,1015.3,71.3,10,159.3,13.7,5,,2017-07-06T06:10:50,2017-07-06T18:40:59,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65562099999,DIYO,DIDK,65563099999"
ivory coast,2017-07-07,30.1,22,25.3,36.3,22,26.5,22.9,87.4,0.011,100,4.17,rain,,,,18.4,217,1015,85.5,9.4,184.9,15.9,6,,2017-07-07T06:11:03,2017-07-07T18:41:05,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-07-08,30.8,22.6,25.5,38.6,22.6,26.8,23.3,88.7,2,100,20.83,rain,,,,15.5,205.2,1015.1,79.3,9.7,238.3,20.6,9,,2017-07-08T06:11:16,2017-07-08T18:41:10,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-07-09,30.1,22.2,25.3,34.3,22.2,26.5,22.7,86.6,0.004,100,4.17,rain,,,,22.3,203.9,1014.9,84.1,10,214.9,18.6,8,,2017-07-09T06:11:29,2017-07-09T18:41:15,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-07-10,28,22,24,31.2,22,24.2,22.4,91.2,3.963,100,8.33,rain,,,,22.3,193.1,1015.3,88.4,8.9,217.8,18.7,8,,2017-07-10T06:11:42,2017-07-10T18:41:19,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-07-11,29.1,20,24.3,31.7,20,25.1,21.2,84,0.096,100,4.17,rain,,,,18.4,203,1016.5,63.1,9.5,261.2,22.6,9,,2017-07-11T06:11:55,2017-07-11T18:41:22,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-07-12,31,18.6,24.3,33.1,18.6,25,20.6,81.6,0,0,0,,,,,25.9,213.2,1016.5,43.9,9,296.3,25.5,10,,2017-07-12T06:12:07,2017-07-12T18:41:25,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-07-13,30.7,18.8,24.1,32.6,18.8,24.9,20.7,82.9,0,0,0,,,,,17.7,225.9,1016,33.2,9.8,293.1,25.3,10,,2017-07-13T06:12:19,2017-07-13T18:41:27,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-07-14,28.2,19.7,24.1,30.8,19.7,24.5,21.3,85.3,0,0,0,,,,,37.1,210.1,1015.2,54.2,9.9,280.9,24.2,9,,2017-07-14T06:12:31,2017-07-14T18:41:28,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65562099999,DIYO,remote,65563099999"
ivory coast,2017-07-15,31,20.9,25,33.4,20.9,26,21.6,83,0,0,0,,,,,25.5,215,1015.2,74.8,8.8,268,23.2,9,,2017-07-15T06:12:43,2017-07-15T18:41:29,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65562099999,DIYO,remote,DIDK,65563099999"
ivory coast,2017-07-16,30.8,21.6,25.1,37.5,21.6,26.1,22.2,84.9,0,0,0,,,,,14.5,226.2,1015.8,82,9.4,234.4,20.2,8,,2017-07-16T06:12:54,2017-07-16T18:41:29,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65562099999,DIYO,remote,DIDK,65563099999"
